,distance,times,f_bl,lat,lon,mag,summ
478,0.62571462571822,0.00366267023638921,0.20267388618517,56.2117,164.2719,5.535,-0.198708199853294
1048,0.662501878155216,0.000289093508001062,0.0630580971327632,52.324,160.182,5.025,-0.178810469122144
2436,0.670714994955607,0.0000844,0.0694395929810918,54.061,161.499,4.77,-0.173461924130613
2411,0.671188886694489,0.00000695,0.069212286220196,54.031,161.862,4.77,-0.173155242978915
1082,0.693923790113347,0.0000578,0.0617757834209256,52.343,160.14,5.025,-0.15868820386054
2435,0.697788638431701,0.0000366,0.070615443189687,53.867,161.619,4.77,-0.156276101229759
1103,0.704897653467358,0.0000389,0.0545064174750436,52.26,160.281,5.28,-0.151873929257319
2332,0.708052876042472,0.00182899850026215,0.133161011519993,53.653,161.489,5.025,-0.149322221002015
2440,0.712119255881687,0.000207420459803554,0.0501365314559069,54.829,162.772,5.5,-0.147446377893558
419,0.721676717743163,0.00105296603982076,0.103081535735261,55.7431,162.2136,4.77,-0.141540512407515
2507,0.730135853501143,0.000133154679057382,0.0696710250299433,53.997,161.438,4.855,-0.136596088718024
1693,0.734554984281387,0.000264176506914253,0.0656815217288402,52.273,159.553,5.025,-0.133973845630525
2482,0.734451618779895,0.000917994043433832,0.0804823745312444,53.81,161.446,5.195,-0.133959416117573
1707,0.734710027685984,0.000000588,0.0663067983955827,55.124,162.458,4.94,-0.133884032649179
1096,0.742019138386032,0.000106118332073589,0.053810283117631,52.307,160.254,5.365,-0.129584773570829
1084,0.747409463835743,0.000596065904446673,0.0688641131567515,52.289,160.332,5.195,-0.126420220966535
2515,0.759865404450513,0.000170088543613666,0.0599818069293274,53.928,161.545,5.195,-0.119262835561066
2322,0.772370884961836,0.000905134152202599,0.0841098348175487,53.875,161.582,5.11,-0.112099921214178
2445,0.777962105107023,0.00091251910592443,0.0814888089156689,54.875,162.883,5.195,-0.108965542130259
2434,0.779815103798421,0.0000754,0.0715722305420189,53.966,161.449,4.855,-0.108008314660783
1013,0.794461706374678,0.0000302,0.0753284165372392,52.552,160.692,4.77,-0.099927028504645
185,0.802195507383451,0.000182090919977266,0.0767385512454792,55.6778,162.5444,4.77,-0.0957191705685812
2460,0.807708992384349,0.000362588058700391,0.0767506298721202,54.792,162.33,4.855,-0.0927403131495613
1705,0.819279466440444,0.0000188,0.0731825477295471,55.11,162.599,4.855,-0.0865679290437479
1066,0.832873794655149,0.000473971860889508,0.0602640546515007,52.328,160.256,5.45,-0.0794101502345304
155,0.833399315895931,0.000208735110429726,0.0734499104367,51.468,159.845,4.9,-0.0791459505436224
2305,0.853321359120294,0.000640029588666997,0.0766887878079409,53.875,161.582,5.11,-0.0688611550694984
2405,0.873487428883402,0.000067,0.0756915894480654,53.965,161.416,4.855,-0.0587433108264737
2490,0.87423267640565,0.0000309,0.0662595389174476,53.857,161.618,5.11,-0.0583729618518948
2424,0.875142504595807,0.000366151846161561,0.079645688295592,53.742,161.728,4.855,-0.0579163116392601
2710,0.884489337221057,0.0000677,0.0638809089550737,53.85,159.337,5.195,-0.0533073672328407
2487,0.897906543342691,0.00270291255738804,0.193531164347426,53.947,162.13,4.94,-0.0447933970733751
530,0.902745833501096,0.00143424948655229,0.120146580210263,53.598,161.2836,4.94,-0.0441393539215172
1713,0.912041268969114,0.000240276155417565,0.0789246371830299,55.11,162.599,4.855,-0.0399841220970862
2271,0.910268824600612,0.00204032901683547,0.154037570041602,54.068,161.624,4.94,-0.0399806139880414
1036,0.917486920013942,0.00000723,0.0774343672569968,52.345,160.239,4.855,-0.0374001184345499
1825,0.917608861835731,0.00135326006882662,0.101089222677985,52.221,160.593,5.28,-0.0370944774940991
2663,0.960584560066373,0.000162994898891011,0.0467543881622467,51.586,159.509,5.9,-0.0174639650559735
2452,0.997688690523431,0.0000599,0.0678026848029982,53.928,161.545,5.195,-0.00100492930343218
1275,1.02696338799664,0.000724418959956695,0.0848648859370155,52.815,160.713,5.11,0.0115929924238487
1100,1.02906588560695,0.000373846315230344,0.0822907766891275,52.185,160.262,4.94,0.0124484082208087
1014,1.03149374583763,0.00123521932186861,0.113457322247113,52.287,160.537,4.94,0.0136551401450015
2666,1.03454168002829,0.000170378229618002,0.048530565764108,51.586,159.509,5.9,0.0147484871681112
2443,1.04487263340225,0.000232626617452719,0.0445671085081159,53.972,161.909,6.1,0.0190646139451563
53,1.05164813422944,0.000984424122491536,0.0988708820053511,52.7361,160.9233,5.025,0.0219658934703395
2446,1.05818707325841,0.0000612,0.07296730292003,53.977,161.421,5.11,0.0245624748351023
2329,1.05872655534921,0.00109780138995031,0.111942173024862,53.906,161.512,4.855,0.024916162762186
1031,1.0631631280144,0.00116432546719015,0.119508466014754,52.485,160.63,4.77,0.0267578116157952
1063,1.07569194275268,0.000231493387814689,0.081684683498229,52.185,160.262,4.94,0.0316891566951194
50,1.07772487525718,0.00175700868788038,0.149628104500857,52.807,160.8245,4.8,0.0330505265566619
2432,1.09625574186714,0.000465111524182502,0.0903963456642298,54.118,161.742,4.855,0.0399219468108153
2326,1.09686060332598,0.00140702063695752,0.119197198184961,53.863,161.527,5.025,0.040430098208553
2412,1.10607507675937,0.000248674203703287,0.0866962742157399,53.811,161.609,4.855,0.0437861448464995
1029,1.11134649395851,0.0000204,0.0815613072755959,52.194,160.15,4.94,0.0458494845859839
1079,1.11647183295137,0.000431054868208165,0.0487291677918008,52.281,160.072,6.1,0.0478557834542057
1104,1.12425399997479,0.000576582201693899,0.065101579220853,52.319,160.315,5.62,0.0508836173874539
1955,1.12962683113546,0.0000933,0.0824500022812227,52.652,160.227,4.94,0.0529350804056313
2390,1.12964872214038,0.00129259323540835,0.123137584803584,53.921,161.414,4.855,0.0531594678946358
1595,1.13157015648053,0.00323714945747425,0.244593190418312,53.563,160.251,4.77,0.0570750950902164
1070,1.14070934925769,0.000752512216587679,0.0927118405274113,52.237,160.243,5.025,0.0572176309442039
2417,1.14286160056419,0.00147395436454203,0.119237407758883,53.875,161.582,5.11,0.0583139917243402
2530,1.15873375151444,0.000102183722262815,0.0835454855893471,55.325,162.511,4.94,0.0639837639857792
2170,1.16454337168437,0.0000068,0.0798839182183813,52.196,159.674,5.025,0.0661556678549293
1052,1.17506687867786,0.000369515369552667,0.0911865353947015,52.239,160.395,4.855,0.0700676325283731
2634,1.07406137763027,0.00778454158502481,0.386712635352917,51.494,159.442,5.8,0.0782215812473633
1272,1.21248988071213,0.000458517956335875,0.0830948866511735,52.815,160.713,5.11,0.0836877664009481
1065,1.22708417008391,0.000630967405053876,0.0993631375753226,52.178,160.382,4.855,0.0888994836716061
2447,1.22846753066024,0.000338501531848266,0.0925294870130905,54.792,162.33,4.855,0.0893675624445734
1846,0.942959559011203,0.0104798534088426,0.71944701995645,55.764,160.831,4.855,0.0896365356089216
1051,1.25917369039277,0.000144872749858564,0.0873338703071407,52.364,160.346,4.94,0.100085944994035
1039,1.26558189660877,0.000433554164447142,0.0998017913725864,52.368,160.485,4.77,0.102298406618838
39,1.27102805087282,0.000368313144856385,0.0945408172840332,52.8552,160.88,4.855,0.104160133629012
1277,1.27782584639864,0.000287783189481667,0.078388016569394,52.753,160.743,5.2,0.106474052646336
2428,1.32917416163115,0.000494737670156758,0.103415283728248,54.182,161.747,4.77,0.123594004566125
2499,1.36034059360714,0.0000572,0.0943671589163939,53.953,161.369,4.855,0.133647676670834
2465,1.3631383655446,0.000508373627529317,0.0924101733531517,54.119,161.879,5.025,0.134553085046285
2712,1.36990962483134,0.000105861341909481,0.0793902752568124,53.879,159.321,5.2,0.136692035669563
317,1.36750973612181,0.00201864957801751,0.167071525890038,54.6894,163.2251,4.855,0.13675334488116
2257,1.37427180493463,0.00000128,0.0990344963653839,55.257,161.954,4.77,0.138072636442172
580,1.37562109405928,0.000114001852679713,0.0994064100644673,54.9248,164.421,4.77,0.138498974983619
1058,1.38831364380575,0.000429643764206627,0.0914974967821781,52.326,160.452,5.025,0.142495525885839
1064,1.39325247140209,0.000232854966992145,0.0926039031698025,52.185,160.262,4.94,0.144031085174416
2427,1.39553292294899,0.000212889279235608,0.0509871767458516,53.972,161.909,6.1,0.144741051916049
1133,1.39612127793059,0.000503759999743309,0.101516084958695,50.109,157.183,4.855,0.144935935355016
306,1.34508122098439,0.00554789924348934,0.356275302156254,54.7239,163.0938,5.11,0.145831322113246
2111,1.4034049853091,0.00000459,0.0586941370687861,52.132,159.529,5.8,0.147183014947488
2483,1.42461247554007,0.00027105350352843,0.0782456648076035,54.971,162.08,5.3,0.15369873543229
1099,1.43957288943731,0.000387035586130459,0.0922419861270144,52.242,160.166,5.025,0.158239459243925
1435,1.44055973619215,0.000415628157726156,0.101087076949635,51.584,159.277,4.855,0.158538454744255
1318,1.45457524421082,0.00000938,0.0735155796337474,52.495,159.888,5.4,0.162736192011601
1077,1.46614172882499,0.0000576,0.0979632603668589,52.192,160.301,4.855,0.166175973814148
2352,1.46925118982091,0.000273674075630432,0.095504247458918,53.878,161.55,4.94,0.167098101654844
2372,1.50042675304812,0.00104012605618751,0.0868478077430537,53.853,161.778,5.6,0.176327371464026
2533,1.50284799629788,0.0000456,0.0709945249430478,55.221,162.619,5.5,0.176915066114207
1819,1.51932670087623,0.00071997076255075,0.0982215162527736,52.471,160.444,5.11,0.181688505444316
2341,1.52037548159001,0.000901783545577329,0.0827949989724989,53.853,161.778,5.6,0.182024220910939
2700,1.54378315452728,0.00000239,0.0797615923302315,53.974,159.296,5.3,0.18858629768114
1269,1.54434731828471,0.00128501604452764,0.133349150269649,52.834,160.684,4.855,0.188957253523787
1034,1.56776807341665,0.000283683777955447,0.103054498433044,52.368,160.219,4.855,0.19528409997519
2406,1.58895428817255,0.000398848483045596,0.105473801337959,54.118,161.742,4.855,0.201117750811488
2328,1.59062566590155,0.000311107923152593,0.0838345919548293,53.934,161.713,5.28,0.201570998190664
2393,1.59511371243464,0.000415875652504565,0.101512654753802,53.961,161.727,4.94,0.202798844026062
1053,1.60578228624185,0.000316673991195044,0.0919174506225947,52.291,160.482,5.11,0.205689839756005
2523,1.6221560906837,0.0000937,0.0987202809607109,55.299,162.523,4.94,0.210092723731048
2343,1.62754845692525,0.00220116081487466,0.17611190773895,53.947,162.13,4.94,0.212600840649581
1835,1.64985306913167,0.0000448,0.0994068378146492,52.308,160.434,4.94,0.217445277983652
2315,1.6561966691112,0.00100471539137431,0.101399833197739,53.971,161.904,5.3,0.21921336873502
2637,1.65835251383712,0.00123812100424377,0.0774847863998565,51.726,159.812,6.1,0.219866726329099
2276,1.65965354098254,0.000518179810420809,0.10540706116754,53.553,161.82,4.94,0.220031356097202
2496,1.6693744559309,0.000136668502740927,0.100358113000782,54,161.64,4.94,0.222554019199065
